Year,Drug Name,Dosage form and strength,Unit,Ceiling Price,SO Number,SO date,WPI
2026,Budesonide (A)+ Formoterol (B),Inhalation (DPI) 100 mcg (A) + 6 mcg (B),1 Dose,4.43,1575(E),25-03-2026,0.64956%
2026,Budesonide (A)+ Formoterol (B),Inhalation (DPI) 200 mcg (A) + 6 mcg (B),1 Dose,5.86,1575(E),25-03-2026,0.64956%
2026,Budesonide (A)+ Formoterol (B),Inhalation (DPI) 400 mcg (A) + 6 mcg (B),1 Dose,7.12,1575(E),25-03-2026,0.64956%
2026,Budesonide (A)+ Formoterol (B),Inhalation (MDI) 200 mcg (A) + 6 mcg (B),1 Metered dose,3.03,1575(E),25-03-2026,0.64956%
2026,Budesonide (A)+ Formoterol (B),Inhalation (MDI) 400 mcg (A) + 6 mcg (B),1 Metered dose,3.45,1575(E),25-03-2026,0.64956%
2026,Bupivacaine,Injection 0.5 % with 7.5 % glucose,1 ML,7.57,1575(E),25-03-2026,0.64956%
2026,Bupivacaine,Injection 0.5 %,1 ML,4.53,1575(E),25-03-2026,0.64956%
2026,Bupivacaine,Injection 0.25%,1 ML,2.90,1575(E),25-03-2026,0.64956%
2026,Buprenorphine,Tablet (Sub- lingual) 0.4mg,1 Tablet,9.65,1575(E),25-03-2026,0.64956%
2026,Buprenorphine (A) + Naloxone (B),Tablet (Sub-lingual) 2 mg (A) + 0.5 mg (B),1 Tablet,37.86,1575(E),25-03-2026,0.64956%
2026,Buprenorphine (A) + Naloxone (B),Tablet (Sub-lingual) 0.4 mg (A) + 0.1 mg (B),1 Tablet,12.11,1575(E),25-03-2026,0.64956%
2026,Caffeine,Oral liquid 20 mg/mL,1 ML,251.58,1575(E),25-03-2026,0.64956%
2026,Caffeine,Injection 20 mg/mL,1 ML,256.52,1575(E),25-03-2026,0.64956%
2026,Calamine,Lotion (As per IP),1 ML,0.98,1575(E),25-03-2026,0.64956%
2026,Calcium folinate,Tablet 15 mg,1 Tablet,48.68,1575(E),25-03-2026,0.64956%
2026,Capecitabine,Tablet 500 mg,1 Tablet,115.43,1575(E),25-03-2026,0.64956%
2026,Carbamazepine,Modified Release – Tablet 200 mg,1 Tablet,2.46,1575(E),25-03-2026,0.64956%
2026,Carbamazepine,Modified Release – Tablet 400 mg,1 Tablet,4.77,1575(E),25-03-2026,0.64956%
2026,Carbamazepine,Tablet   400 mg,1 Tablet,3.63,1575(E),25-03-2026,0.64956%
2026,Carbamazepine,Tablet 200 mg,1 Tablet,1.61,1575(E),25-03-2026,0.64956%
2026,Carbamazepine,Oral liquid 100 mg/5 mL (p),1 ML,0.32,1575(E),25-03-2026,0.64956%
2026,Carbamazepine,Tablet 100 mg,1 Tablet,1.10,1575(E),25-03-2026,0.64956%
2026,Carbimazole,Tablet 10 mg,1 Tablet,4.36,1575(E),25-03-2026,0.64956%
2026,Carbimazole,Tablet 5 mg,1 Tablet,2.24,1575(E),25-03-2026,0.64956%
2026,Carbimazole,Tablet 20 mg,1 Tablet,14.20,1575(E),25-03-2026,0.64956%
2026,Carboplatin,Injection 10 mg/mL,1 ML,60.49,1575(E),25-03-2026,0.64956%
2026,Carboxymethyl cellulose,Drops 0.5%,1 ML,12.59,1575(E),25-03-2026,0.64956%
2026,Carboxymethyl cellulose,Drops 1%,1 ML,16.98,1575(E),25-03-2026,0.64956%
2026,Cefadroxil,Tablet 500 mg,1 Tablet,6.87,1575(E),25-03-2026,0.64956%
2026,Cefadroxil,Oral liquid 125 mg / 5 mL(p),1 ML,0.69,1575(E),25-03-2026,0.64956%
2026,Cefixime,Tablet 400 mg,1 Tablet,22.63,1575(E),25-03-2026,0.64956%
2026,Cefixime,Tablet 200 mg,1 Tablet,10.01,1575(E),25-03-2026,0.64956%
2026,Cefixime,Oral liquid 50 mg / 5 mL (p),1 ML,1.67,1575(E),25-03-2026,0.64956%
2026,Cefixime,Oral liquid 100 mg / 5 mL (p),1 ML,2.45,1575(E),25-03-2026,0.64956%
2026,Cefixime,Capsule 200 mg,1 Capsule,15.04,1575(E),25-03-2026,0.64956%
2026,Cefotaxime,Powder for Injection 250 mg,1 Vial,18.15,1575(E),25-03-2026,0.64956%
2026,Cefotaxime,Powder for Injection 500 mg,1 Vial,24.96,1575(E),25-03-2026,0.64956%
2026,Cefotaxime,Powder for Injection 1000 mg,1 Vial,40.92,1575(E),25-03-2026,0.64956%
2026,Ceftazidime,Powder for Injection 1000 mg,1 Vial,232.47,1575(E),25-03-2026,0.64956%
2026,Ceftazidime,Powder for Injection 250 mg,1 Vial,80.97,1575(E),25-03-2026,0.64956%
2026,Ceftriaxone,Powder for Injection 500 mg,1 Vial,51.49,1575(E),25-03-2026,0.64956%
2026,Ceftriaxone,Powder for Injection 250 mg,1 Vial,29.02,1575(E),25-03-2026,0.64956%
2026,Ceftriaxone,Powder for Injection 1000 mg,1 Vial,63.88,1575(E),25-03-2026,0.64956%
2026,Ceftriaxone,Powder for Injection 2000 mg,1 Vial,141.43,1575(E),25-03-2026,0.64956%
2026,Cefuroxime,Tablet 500 mg,1 Tablet,52.67,1575(E),25-03-2026,0.64956%
2026,Cefuroxime,Injection 1500 mg,1 Vial,346.90,1575(E),25-03-2026,0.64956%
2026,Cefuroxime,Oral liquid 125 mg / 5 mL (p),1 ML,5.44,1575(E),25-03-2026,0.64956%
2026,Cetirizine,Tablet 10 mg,1 Tablet,1.92,1575(E),25-03-2026,0.64956%
2026,Cetirizine,Oral liquid 5 mg / 5 mL (p),1 ML,0.67,1575(E),25-03-2026,0.64956%
2026,Chlorambucil,Tablet 2 mg,1 Tablet,31.91,1575(E),25-03-2026,0.64956%
2026,Chlorambucil,Tablet 5 mg,1 Tablet,79.06,1575(E),25-03-2026,0.64956%
2026,Chloroquine,Tablet 150 mg,1 Tablet,1.36,1575(E),25-03-2026,0.64956%
2026,Chloroquine,Oral liquid 50 mg / 5 mL,1 ML,0.35,1575(E),25-03-2026,0.64956%
2026,Cholecalciferol,Tablet 1000 IU,1 Tablet,4.42,1575(E),25-03-2026,0.64956%
2026,Cholecalciferol,Oral liquid 400 IU/mL,1 ML,2.68,1575(E),25-03-2026,0.64956%
2026,Cholecalciferol,Tablet 60000 IU,1 Tablet,23.04,1575(E),25-03-2026,0.64956%
2026,Cholecalciferol,Capsule 60000 IU,1 Capsule,31.52,1575(E),25-03-2026,0.64956%
2026,Cholecalciferol,Capsule 1000 IU,1 Capsule,5.01,1575(E),25-03-2026,0.64956%
2026,Cholecalciferol,"Solid oral dosage form 60000 IU
Sachet/Granuels/Powder",1 GM,34.79,1575(E),25-03-2026,0.64956%
2026,Cholecalciferol,"Solid oral dosage form 1000 IU
Sachet/Granuels/Powder",1 GM,23.69,1575(E),25-03-2026,0.64956%
2026,Ciprofloxacin,Tablet 250 mg,1 Tablet,2.25,1575(E),25-03-2026,0.64956%
2026,Ciprofloxacin,Tablet 500 mg,1 Tablet,4.35,1575(E),25-03-2026,0.64956%
2026,Ciprofloxacin,Drops 0.3 %,1 ML,1.58,1575(E),25-03-2026,0.64956%
2026,Ciprofloxacin,Injection 200 mg / 100 mL,1 ML,0.20,1575(E),25-03-2026,0.64956%
2026,Ciprofloxacin,Oral liquid 250 mg / 5 mL (p),1 ML,0.75,1575(E),25-03-2026,0.64956%
2026,Ciprofloxacin,Ointment 0.3%,1 GM,1.32,1575(E),25-03-2026,0.64956%
2026,Cisplatin,Injection 1 mg / mL,1 ML,7.26,1575(E),25-03-2026,0.64956%
2026,Clarithromycin,Tablet 250 mg,1 Tablet,24.64,1575(E),25-03-2026,0.64956%
2026,Clarithromycin,Tablet 500 mg,1 Tablet,40.79,1575(E),25-03-2026,0.64956%
2026,Clarithromycin,Oral liquid 125 mg / 5 mL (p),1 ML,4.76,1575(E),25-03-2026,0.64956%
2026,Clindamycin,Capsule 150 mg,1 Capsule,16.75,1575(E),25-03-2026,0.64956%
2026,Clindamycin,Capsule 300 mg,1 Capsule,29.05,1575(E),25-03-2026,0.64956%
2026,Clindamycin,Tablet 300 mg,1 Tablet,19.43,1575(E),25-03-2026,0.64956%
2026,Clindamycin,Injection 150 mg / mL,1 ML,62.05,1575(E),25-03-2026,0.64956%
2026,Clobazam,Tablet 5 mg,1 Tablet,5.87,1575(E),25-03-2026,0.64956%
2026,Clobazam,Tablet 10 mg,1 Tablet,10.08,1575(E),25-03-2026,0.64956%
2026,Clofazimine,Capsule 100 mg,1 Capsule,4.08,1575(E),25-03-2026,0.64956%
2026,Clofazimine,Capsule 50 mg,1 Capsule,2.16,1575(E),25-03-2026,0.64956%
2026,Clomiphene citrate,Capsule 50 mg,1 Capsule,28.03,1575(E),25-03-2026,0.64956%
2026,Clomiphene citrate,Capsule 100 mg,1 Capsule,52.37,1575(E),25-03-2026,0.64956%
2026,Clomiphenecitrate,Tablet 100 mg,1 Tablet,14.28,1575(E),25-03-2026,0.64956%
2026,Clomiphenecitrate,Tablet 50 mg,1 Tablet,9.05,1575(E),25-03-2026,0.64956%
2026,Clomipramine,Tablet 10 mg,1 Tablet,2.92,1575(E),25-03-2026,0.64956%
2026,Clomipramine,Tablet 25 mg,1 Tablet,6.37,1575(E),25-03-2026,0.64956%
2026,Clomipramine,Tablet 75 mg,1 Tablet,16.86,1575(E),25-03-2026,0.64956%
2026,Clonazepam,Tablet 0.25 mg,1 Tablet,2.07,1575(E),25-03-2026,0.64956%
2026,Clonazepam,Tablet 0.5 mg,1 Tablet,3.53,1575(E),25-03-2026,0.64956%
2026,Clonazepam,Tablet 1 mg,1 Tablet,4.88,1575(E),25-03-2026,0.64956%
2026,Clopidogrel,Tablet 75 mg,1 Tablet,6.82,1575(E),25-03-2026,0.64956%
2026,Clopidogrel,Tablet 150 mg,1 Tablet,20.98,1575(E),25-03-2026,0.64956%
2026,Clotrimazole,Lotion 1%,1 ML,3.99,1575(E),25-03-2026,0.64956%
2026,Clotrimazole,Pessary 100 mg,1 Pessary,10.25,1575(E),25-03-2026,0.64956%
2026,Clotrimazole,Drops 1%,1 ML,3.45,1575(E),25-03-2026,0.64956%
2026,Clotrimazole,Cream 1%,1 GM,3.07,1575(E),25-03-2026,0.64956%
2026,Cloxacillin,Capsule 500 mg,1 Capsule,2.44,1575(E),25-03-2026,0.64956%
2026,Cloxacillin,Capsule 250 mg,1 Capsule,1.44,1575(E),25-03-2026,0.64956%
2026,Clozapine,Tablet 25 mg,1 Tablet,2.85,1575(E),25-03-2026,0.64956%
2026,Clozapine,Tablet 50 mg,1 Tablet,5.31,1575(E),25-03-2026,0.64956%
2026,Clozapine,Tablet 100 mg,1 Tablet,8.66,1575(E),25-03-2026,0.64956%
2026,Colchicine,Tablet 0.5 mg,1 Tablet,3.34,1575(E),25-03-2026,0.64956%
2026,Co-trimoxazole [Sulphamethoxazole (A) + Trimethoprim (B)],Tablet 400 mg (A) + 80 mg (B),1 Tablet,0.93,1575(E),25-03-2026,0.64956%
2026,Co-trimoxazole [Sulphamethoxazole (A) + Trimethoprim (B)],Oral liquid 200 mg (A) + 40 mg (B) / 5 mL (p),1 ML,0.36,1575(E),25-03-2026,0.64956%
2026,Co-trimoxazole [Sulphamethoxazole (A) + Trimethoprim (B)],Tablet 800 mg (A) + 160 mg (B),1 Tablet,2.36,1575(E),25-03-2026,0.64956%
2026,Cyclophosphamide,Powder for Injection 500 mg,1 Vial,75.25,1575(E),25-03-2026,0.64956%
2026,Cyclophosphamide,Tablet 50 mg,1 Tablet,3.81,1575(E),25-03-2026,0.64956%
2026,Cycloserine,Capsule 250 mg,1 Capsule,60.61,1575(E),25-03-2026,0.64956%
2026,Cycloserine,Tablet 250 mg,1 Tablet,47.11,1575(E),25-03-2026,0.64956%
2026,Cyclosporine,Capsule 25 mg,1 Capsule,28.72,1575(E),25-03-2026,0.64956%
2026,Cyclosporine,Oral liquid 100 mg / mL (p),1 ML,82.51,1575(E),25-03-2026,0.64956%
2026,Cyclosporine,Capsule 50 mg,1 Capsule,56.43,1575(E),25-03-2026,0.64956%
2026,Cyclosporine,Capsule 100 mg,1 Capsule,105.59,1575(E),25-03-2026,0.64956%
2026,Cytosine arabinoside,Injection 1000 mg / vial,1 Vial,1157.47,1575(E),25-03-2026,0.64956%
2026,Cytosine arabinoside,Injection 100 mg / vial,1 Vial,142.94,1575(E),25-03-2026,0.64956%
2026,Cytosine arabinoside,Injection 500 mg / vial,1 Vial,549.20,1575(E),25-03-2026,0.64956%
2026,Dabigatran,Capsule 110 mg,1 Capsule,32.57,1575(E),25-03-2026,0.64956%
2026,Dabigatran,Capsule 150 mg,1 Capsule,36.45,1575(E),25-03-2026,0.64956%
2026,Dacarbazine,Powder for Injection 200 mg,1 Vial,390.91,1575(E),25-03-2026,0.64956%
2026,Dacarbazine,Powder for Injection 500 mg,1 Vial,531.29,1575(E),25-03-2026,0.64956%
2026,Daclatasvir,Tablet 60 mg,1 Tablet,204.77,1575(E),25-03-2026,0.64956%
2026,Dapsone,Tablet 100 mg,1 Tablet,0.42,1575(E),25-03-2026,0.64956%
2026,Darunavir,Tablet 600 mg,1 Tablet,158.15,1575(E),25-03-2026,0.64956%
2026,Darunavir (A) + Ritonavir (B),Tablet 600 mg (A) + 100 mg (B),1 Tablet,149.98,1575(E),25-03-2026,0.64956%
2026,Desferrioxamine,Powder for Injection 500 mg,1 Vial,289.77,1575(E),25-03-2026,0.64956%
2026,Dexamethasone,Tablet 0.5 mg,1 Tablet,0.22,1575(E),25-03-2026,0.64956%
2026,Dexamethasone,Tablet 4 mg,1 Tablet,4.73,1575(E),25-03-2026,0.64956%
2026,Dexamethasone,Injection 4 mg / mL (2 ML),1 ML,5.21,1575(E),25-03-2026,0.64956%
2026,Dexamethasone,Injection 4 mg / mL (5 ML),1 ML,2.63,1575(E),25-03-2026,0.64956%
2026,Dexamethasone,Injection 4 mg / mL (Pack of 10 ML),1 ML,1.61,1575(E),25-03-2026,0.64956%
2026,Dexamethasone,Injection 4 mg / mL (Pack of 20 ML),1 ML,1.38,1575(E),25-03-2026,0.64956%
2026,Dexamethasone,Injection 4 mg / mL (Pack of 30 ML),1 ML,0.93,1575(E),25-03-2026,0.64956%
2026,Diazepam,Tablet 5 mg,1 Tablet,1.67,1575(E),25-03-2026,0.64956%
2026,Diazepam,Injection 5 mg / mL,1 ML,5.68,1575(E),25-03-2026,0.64956%
2026,Diazepam,Tablet 2 mg,1 Tablet,1.48,1575(E),25-03-2026,0.64956%
2026,Diazepam,Suppository 5 mg,1 Suppository,6.34,1575(E),25-03-2026,0.64956%
2026,Diclofenac,Tablet 50 mg,1 Tablet,2.10,1575(E),25-03-2026,0.64956%
2026,Diclofenac,Injection 25 mg / mL,1 ML,1.73,1575(E),25-03-2026,0.64956%
2026,Dicyclomine,Injection 10 mg / mL (Less than 10 ML),1 ML,3.40,1575(E),25-03-2026,0.64956%
2026,Dicyclomine,Injection 10 mg / mL (10 ML & more pack),1 ML,2.15,1575(E),25-03-2026,0.64956%
2026,Diethylcarbamazine (DEC),Tablet 100 mg,1 Tablet,1.71,1575(E),25-03-2026,0.64956%
2026,Diethylcarbamazine (DEC),Tablet 50 mg,1 Tablet,0.57,1575(E),25-03-2026,0.64956%
2026,Diethylcarbamazine (DEC),Oral liquid 120 mg / 5 mL (p),1 ML,0.49,1575(E),25-03-2026,0.64956%
2026,Digoxin,Tablet 0.25 mg,1 Tablet,1.36,1575(E),25-03-2026,0.64956%
2026,Digoxin,Oral liquid 0.05 mg / mL,1 ML,1.51,1575(E),25-03-2026,0.64956%
2026,Digoxin,Injection 0.25 mg / mL,1 ML,3.97,1575(E),25-03-2026,0.64956%
2026,Diltiazem,Tablet 60 mg,1 Tablet,5.60,1575(E),25-03-2026,0.64956%
2026,Diltiazem,Tablet 30 mg,1 Tablet,2.75,1575(E),25-03-2026,0.64956%
2026,Diltiazem,Injection 5 mg / mL,1 ML,3.58,1575(E),25-03-2026,0.64956%
2026,Diltiazem,Modified Release Capsule 180 mg ,1 Capsule,26.89,1575(E),25-03-2026,0.64956%
2026,Dinoprostone,Gel 0.5 mg,1 GM,86.75,1575(E),25-03-2026,0.64956%
2026,Disposable Pen containing Insulin Glargine,Injection 100 IU/ml,1 ML,250.00,1575(E),25-03-2026,0.64956%
2026,Dobutamine,Injection 50 mg/ml,1 ML,9.25,1575(E),25-03-2026,0.64956%
2026,Docetaxel,Powder for Injection 20 mg,1 Vial,2937.27,1575(E),25-03-2026,0.64956%
2026,Docetaxel,Powder for Injection 80 mg,1 Vial,10581.82,1575(E),25-03-2026,0.64956%
2026,Dolutegravir,Tablet 50 mg,1 Tablet,115.50,1575(E),25-03-2026,0.64956%
2026,Domperidone,Tablet 10 mg,1 Tablet,2.37,1575(E),25-03-2026,0.64956%
2026,Domperidone,Oral Liquid 1 mg / mL,1 ML,1.27,1575(E),25-03-2026,0.64956%
2026,Donepezil,Tablet 10 mg,1 Tablet,17.88,1575(E),25-03-2026,0.64956%
2026,Donepezil,Tablet 5 mg,1 Tablet,12.40,1575(E),25-03-2026,0.64956%
2026,Dopamine,Injection 40 mg / mL,1 ML,4.88,1575(E),25-03-2026,0.64956%
2026,Doxorubicin,Injection 2 mg / mL,1 ML,32.51,1575(E),25-03-2026,0.64956%
2026,Doxycycline,Capsule 100 mg,1 Capsule,3.15,1575(E),25-03-2026,0.64956%
2026,Doxycycline,Tablet 100 mg,1 Tablet,1.25,1575(E),25-03-2026,0.64956%
2026,Doxycycline,Powder for Injection 100 mg,1 Vial,514.71,1575(E),25-03-2026,0.64956%
2026,D-Penicillamine,Capsule 250 mg,1 Capsule,16.02,1575(E),25-03-2026,0.64956%
2026,DPT+ Hib+ Hep B Vaccine,As licensed,Per 0.1 ML,77.47,1575(E),25-03-2026,0.64956%
2026,Efavirenz,Tablet 600 mg,1 Tablet,72.29,1575(E),25-03-2026,0.64956%
2026,Efavirenz,Tablet 200 mg (p),1 Tablet,23.08,1575(E),25-03-2026,0.64956%
2026,Efavirenz,Capsule 200 mg,1 Capsule,22.51,1575(E),25-03-2026,0.64956%
2026,Efavirenz,Capsule 600 mg,1 Capsule,57.03,1575(E),25-03-2026,0.64956%
2026,Enalapril,Tablet 5 mg,1 Tablet,3.78,1575(E),25-03-2026,0.64956%
2026,Enalapril,Tablet 2.5 mg,1 Tablet,2.24,1575(E),25-03-2026,0.64956%
2026,Enoxaparin,"Injection 40 mg / 0.4 mL, Injection 60 mg / 0.6 ml",Per 0.10 ML,114.68,1575(E),25-03-2026,0.64956%
2026,Entecavir,Tablet 1 mg,1 Tablet,133.37,1575(E),25-03-2026,0.64956%
2026,Entecavir,Tablet 0.5 mg,1 Tablet,86.47,1575(E),25-03-2026,0.64956%
2026,Erythropoietin,Injection 2000 IU/mL,1 ML,562.77,1575(E),25-03-2026,0.64956%
2026,Erythropoietin,Injection 10000 IU/mL,1 ML,2016.39,1575(E),25-03-2026,0.64956%
2026,Escitalopram,Tablet 5 mg,1 Tablet,5.14,1575(E),25-03-2026,0.64956%
2026,Escitalopram,Tablet 10 mg,1 Tablet,9.22,1575(E),25-03-2026,0.64956%
2026,Escitalopram,Tablet 20 mg,1 Tablet,14.70,1575(E),25-03-2026,0.64956%
2026,Esmolol,Injection10 mg/mL,1 ML,27.01,1575(E),25-03-2026,0.64956%
2026,Ethambutol,Tablet 600 mg,1 Tablet,4.18,1575(E),25-03-2026,0.64956%
2026,Ethambutol,Tablet 800 mg,1 Tablet,5.08,1575(E),25-03-2026,0.64956%
2026,Ethambutol,Tablet 400 mg,1 Tablet,2.68,1575(E),25-03-2026,0.64956%
2026,Ethambutol,Tablet 200 mg,1 Tablet,1.17,1575(E),25-03-2026,0.64956%
2026,Ethinylestradiol (A) + Levonorgestrel (B),Tablet 0.03 mg (A) + Tablet 0.15 mg (B),1 Tablet,3.25,1575(E),25-03-2026,0.64956%
2026,Ethionamide,Tablet 250 mg,1 Tablet,15.17,1575(E),25-03-2026,0.64956%
2026,Ethyl alcohol (Denatured),Solution 70% ,1 ML,0.40,1575(E),25-03-2026,0.64956%
2026,Etoposide,Capsule 50 mg,1 Capsule,57.99,1575(E),25-03-2026,0.64956%
2026,Etoposide,Injection 20 mg/mL,1 ML,35.34,1575(E),25-03-2026,0.64956%
2026,Fentanyl,Injection 50 mcg/ml,1 ML,21.46,1575(E),25-03-2026,0.64956%
2026,Filgrastim,Injection 300 mcg,1 Vial,1187.83,1575(E),25-03-2026,0.64956%
2026,Fluconazole,Tablet 400 mg,1 Tablet,30.47,1575(E),25-03-2026,0.64956%
2026,Fluconazole,Tablet 200 mg,1 Tablet,17.88,1575(E),25-03-2026,0.64956%
2026,Fluconazole,Tablet 100 mg,1 Tablet,7.80,1575(E),25-03-2026,0.64956%
2026,Fluconazole,Tablet 150 mg,1 Tablet,12.35,1575(E),25-03-2026,0.64956%
2026,Fluconazole,Tablet 50 mg,1 Tablet,9.91,1575(E),25-03-2026,0.64956%
2026,Fluconazole,Capsule 200 mg,1 Capsule,41.08,1575(E),25-03-2026,0.64956%
2026,Fluconazole,Capsule 150 mg,1 Capsule,19.68,1575(E),25-03-2026,0.64956%
2026,Fluconazole,Injection 200 mg / 100 mL,Per 100 ML Vial,94.55,1575(E),25-03-2026,0.64956%
2026,Fluconazole,Capsule 100 mg,1 Capsule,21.91,1575(E),25-03-2026,0.64956%
2026,Fludrocortisone,Tablet 0.1 mg,1 Tablet,13.52,1575(E),25-03-2026,0.64956%
2026,Flunarizine,Tablet 5 mg,1 Tablet,2.54,1575(E),25-03-2026,0.64956%
2026,Flunarizine,Tablet 10 mg,1 Tablet,4.93,1575(E),25-03-2026,0.64956%
2026,Fluoxetine,Capsule 20 mg,1 Capsule,4.09,1575(E),25-03-2026,0.64956%
2026,Fluoxetine,Capsule 60 mg,1 Capsule,11.36,1575(E),25-03-2026,0.64956%
2026,Fluoxetine,Capsule 40 mg,1 Capsule,6.64,1575(E),25-03-2026,0.64956%
2026,Fluoxetine,Capsule 10 mg,1 Capsule,3.40,1575(E),25-03-2026,0.64956%
2026,Fluoxetine,Tablet 10 mg,1 Tablet,2.85,1575(E),25-03-2026,0.64956%
2026,Fluoxetine,Tablet 40 mg,1 Tablet,5.70,1575(E),25-03-2026,0.64956%
2026,Fluoxetine,Tablet 60 mg,1 Tablet,8.44,1575(E),25-03-2026,0.64956%
2026,Fluoxetine,Tablet 20 mg,1 Tablet,4.25,1575(E),25-03-2026,0.64956%
2026,Fluphenazine,Injection 25 mg / mL,1 ML,56.59,1575(E),25-03-2026,0.64956%
2026,Folic Acid,Tablet 5 mg,1 Tablet,1.55,1575(E),25-03-2026,0.64956%
2026,Folic Acid,Capsule 5 mg,1 Capsule,5.16,1575(E),25-03-2026,0.64956%
2026,Framycetin,Cream 1 %,1 GM,1.70,1575(E),25-03-2026,0.64956%
2026,Furosemide,Tablet 40 mg,1 Tablet,0.94,1575(E),25-03-2026,0.64956%
2026,Furosemide,Injection 10 mg/mL,1 ML,3.06,1575(E),25-03-2026,0.64956%
2026,Furosemide,Oral liquid 10 mg/mL,1 ML,3.40,1575(E),25-03-2026,0.64956%
2026,Fusidic acid,Cream 2 %,1 GM,10.06,1575(E),25-03-2026,0.64956%
2026,Gefitinib,Tablet 250 mg,1 Tablet,242.84,1575(E),25-03-2026,0.64956%
2026,Gemcitabine,Powder for Injection 1000 mg,1 Vial,5726.84,1575(E),25-03-2026,0.64956%
2026,Gemcitabine,Powder for Injection 200 mg,1 Vial,1331.01,1575(E),25-03-2026,0.64956%
2026,Gentamicin,Injection 40 mg / mL (1.5 ml),1 ML,2.97,1575(E),25-03-2026,0.64956%
2026,Gentamicin,Injection 10 mg/mL,1 ML,2.47,1575(E),25-03-2026,0.64956%
2026,Gentamicin,Injection 40 mg/mL (Pack of 10 ml),1 ML,1.55,1575(E),25-03-2026,0.64956%
2026,Gentamicin,Injection 40 mg/mL (Pack of 20 ml),1 ML,1.59,1575(E),25-03-2026,0.64956%
2026,Gentamicin,Injection 40 mg/mL Pack of 30 ml),1 ML,1.26,1575(E),25-03-2026,0.64956%
2026,Gentamicin,Injection 40 mg/mL (2 ml),1 ML,4.96,1575(E),25-03-2026,0.64956%
2026,Glimepiride,Tablet 2 mg,1 Tablet,5.94,1575(E),25-03-2026,0.64956%
2026,Glimepiride,Tablet 1 mg,1 Tablet,3.78,1575(E),25-03-2026,0.64956%
2026,Glucose,Injection 25%,1 ML,0.20,1575(E),25-03-2026,0.64956%
2026,Glycerin/glycerol (as mentioned in IP),Topical - Lotion,1 ML,1.26,1575(E),25-03-2026,0.64956%
2026,Glycerin/glycerol (as mentioned in IP),Topical - Cream,1 GM,2.43,1575(E),25-03-2026,0.64956%
2026,Glyceryl trinitrate,Injection 5 mg/mL,1 ML,6.34,1575(E),25-03-2026,0.64956%
2026,Glyceryl trinitrate,Sublingual Tablet 0.5 mg,1 Tablet,1.30,1575(E),25-03-2026,0.64956%
2026,Glycopyrrolate,Injection 0.2 mg/mL,1 ML,14.88,1575(E),25-03-2026,0.64956%
2026,Griseofulvin,Tablet 250 mg,1 Tablet,1.81,1575(E),25-03-2026,0.64956%
2026,Haloperidol,Tablet 5 mg,1 Tablet,3.65,1575(E),25-03-2026,0.64956%
2026,Haloperidol,Tablet 10 mg,1 Tablet,4.89,1575(E),25-03-2026,0.64956%
2026,Haloperidol,Oral liquid 2 mg/ 5 mL,1 ML,2.29,1575(E),25-03-2026,0.64956%
2026,Haloperidol,Injection 5 mg/mL,1 ML,6.66,1575(E),25-03-2026,0.64956%
2026,Haloperidol,Tablet 20 mg,1 Tablet,5.49,1575(E),25-03-2026,0.64956%
2026,Haloperidol,Tablet 1.5 mg,1 Tablet,1.62,1575(E),25-03-2026,0.64956%
2026,Halothane,Liquid for inhalation,1 ML,6.25,1575(E),25-03-2026,0.64956%
2026,Heparin,Injection 1000 IU/mL,1 ML,21.72,1575(E),25-03-2026,0.64956%
2026,Heparin,Injection 5000 IU/mL,1 ML,61.40,1575(E),25-03-2026,0.64956%
2026,Hepatitis B immunoglobulin,As Licensed,1 Vial,5630.73,1575(E),25-03-2026,0.64956%
2026,Hepatitis B vaccine,As Licensed,1 ML,80.71,1575(E),25-03-2026,0.64956%
2026,Homatropine,Drops 2%,1 ML,6.55,1575(E),25-03-2026,0.64956%
2026,Hormone Releasing IUD,Contains 52 mg of Levonorgestrel,1 IUD,4202.06,1575(E),25-03-2026,0.64956%
2026,Human chorionic gonado tropin,Injection 5000 IU,1 Vial,427.50,1575(E),25-03-2026,0.64956%
2026,Human chorionic gonado tropin,Injection 10000 IU,1 Vial,950.59,1575(E),25-03-2026,0.64956%
2026,Human chorionic gonado tropin,Injection 2000 IU,1 Vial,351.91,1575(E),25-03-2026,0.64956%
2026,Human chorionic gonado tropin,Solution for infusion (16.5%) ,1 ML,481.68,1575(E),25-03-2026,0.64956%
2026,Human chorionic gonado tropin,Solution for infusion (10%) ,1 ML,207.87,1575(E),25-03-2026,0.64956%
2026,Human chorionic gonado tropin,Solution for infusion (5%),1 ML,149.57,1575(E),25-03-2026,0.64956%
2026,Hydrochlorothiazide,Tablet 25 mg,1 Tablet,1.79,1575(E),25-03-2026,0.64956%
2026,Hydrochlorothiazide,Tablet 12.5 mg,1 Tablet,1.07,1575(E),25-03-2026,0.64956%
2026,Hydrocortisone,Powder for Injection 100 mg,1 Vial,45.87,1575(E),25-03-2026,0.64956%
2026,Hydrocortisone,Tablet 10 mg,1 Tablet,6.86,1575(E),25-03-2026,0.64956%
2026,Hydrocortisone,Powder for Injection 200 mg,1 Vial,67.17,1575(E),25-03-2026,0.64956%
2026,Hydrocortisone,Tablet 5 mg,1 Tablet,3.19,1575(E),25-03-2026,0.64956%
2026,Hydrocortisone,Tablet 20 mg,1 Tablet,15.25,1575(E),25-03-2026,0.64956%
