Year,Drug Name,Dosage form and strength,Unit,Ceiling Price,SO Number,SO date,WPI
2025,Morphine,Injection 10 mg/mL,1 ML,19.94,1489(E),27-03-2025,1.74028%
2025,Morphine,Injection 15 mg/mL,1 ML,15.19,1489(E),27-03-2025,1.74028%
2025,Moxifloxacin,Tablet 400 mg,1 Tablet,26.27,1489(E),27-03-2025,1.74028%
2025,Mupirocin,Ointment 2%,1 GM,20.64,1489(E),27-03-2025,1.74028%
2025,Mycophenolate mofetil,Tablet 250 mg,1 Tablet,50.46,1489(E),27-03-2025,1.74028%
2025,Mycophenolate mofetil,Tablet 500 mg,1 Tablet,75.89,1489(E),27-03-2025,1.74028%
2025,N-acetylcysteine,Injection 200 mg/mL,1 ML,24.05,1489(E),27-03-2025,1.74028%
2025,Naloxone,Injection 0.4 mg/mL,1 ML,94.34,1489(E),27-03-2025,1.74028%
2025,Natamycin,Drops 5%,1 ML,23.79,1489(E),27-03-2025,1.74028%
2025,Neostigmine,Injection 0.5 mg/mL,1 ML,5.10,1489(E),27-03-2025,1.74028%
2025,Neostigmine,Tablet 15 mg,1 Tablet,4.67,1489(E),27-03-2025,1.74028%
2025,Nevirapine,Tablet 200 mg,1 Tablet,16.07,1489(E),27-03-2025,1.74028%
2025,Nicotine (for nicotine replacement therapy),Lozenge 2 mg,1 Lozenges,8.06,1489(E),27-03-2025,1.74028%
2025,Nicotine (for nicotine replacement therapy),Gum 2 mg,1 Gum,8.74,1489(E),27-03-2025,1.74028%
2025,Nicotine (for nicotine replacement therapy),Gum 4 mg,1 Gum,10.83,1489(E),27-03-2025,1.74028%
2025,Nicotine (for nicotine replacement therapy),Lozenge 4 mg,1 Lozenges,9.92,1489(E),27-03-2025,1.74028%
2025,Nicotine (for nicotine replacement therapy),Oral Dosage forms 2 mg Pastille,1 Pastille,7.24,1489(E),27-03-2025,1.74028%
2025,Nicotine (for nicotine replacement therapy),Oral Dosage forms 4 mg Pastille,1 Pastille,7.97,1489(E),27-03-2025,1.74028%
2025,Nifedipine,Tablet 10 mg,1 Tablet,1.57,1489(E),27-03-2025,1.74028%
2025,Nifedipine,Capsule10 mg,1 Capsule,0.97,1489(E),27-03-2025,1.74028%
2025,Nitrofurantoin,Tablet 100 mg,1 Tablet,8.25,1489(E),27-03-2025,1.74028%
2025,Nitrofurantoin,Capsule 100 mg,1 Capsule,8.79,1489(E),27-03-2025,1.74028%
2025,Nitrofurantoin,Oral liquid 25 mg / 5 mL (p),1 ML,0.91,1489(E),27-03-2025,1.74028%
2025,Nitrous oxide,As licensed for medical purpose,1 Cubic Meter,290.96,1489(E),27-03-2025,1.74028%
2025,Noradrenaline,Injection 2 mg / mL,1 ML,20.52,1489(E),27-03-2025,1.74028%
2025,Norethisterone,Tablet 5 mg,1 Tablet,5.48,1489(E),27-03-2025,1.74028%
2025,Omeprazole,Capsule 20 mg,1 Capsule,2.92,1489(E),27-03-2025,1.74028%
2025,Omeprazole,Tablet 20 mg,1 Tablet,4.42,1489(E),27-03-2025,1.74028%
2025,Omeprazole,Capsule 10 mg,1 Capsule,2.45,1489(E),27-03-2025,1.74028%
2025,Omeprazole,Powder for oral liquid 20 mg,1 GM,1.54,1489(E),27-03-2025,1.74028%
2025,Omeprazole,Tablet 40 mg,1 Tablet,8.60,1489(E),27-03-2025,1.74028%
2025,Omeprazole,Capsule 40 mg,1 Capsule,5.77,1489(E),27-03-2025,1.74028%
2025,Ondansetron,Tablet 4 mg,1 Tablet,5.23,1489(E),27-03-2025,1.74028%
2025,Ondansetron,Oral liquid 2 mg / 5 mL(p),1 ML,1.28,1489(E),27-03-2025,1.74028%
2025,Ondansetron,Injection 2 mg/mL,1 ML,6.06,1489(E),27-03-2025,1.74028%
2025,Ondansetron,Tablet 8 mg,1 Tablet,9.22,1489(E),27-03-2025,1.74028%
2025,Oral rehydration salts,As licensed,1 ML,0.15,1489(E),27-03-2025,1.74028%
2025,Oral Rehydration Salts,As Licensed,1 GM,1.01,1489(E),27-03-2025,1.74028%
2025,Ormeloxifene (Centchroman),Tablet 30 mg,1 Tablet,8.59,1489(E),27-03-2025,1.74028%
2025,Oxaliplatin,Injection 5 mg/mL in 10 mL vial,1 Vial,2272.83,1489(E),27-03-2025,1.74028%
2025,Oxaliplatin,Injection 100 mg (as licensed),1 Vial,5066.34,1489(E),27-03-2025,1.74028%
2025,Oxygen – Liquid Medical Oxygen,As licensed for medical purpose,1 Cubic Meter,17.32,1489(E),27-03-2025,1.74028%
2025,Oxygen (in cylinder),As licensed for medical purpose,1 Cubic Meter,29.33,1489(E),27-03-2025,1.74028%
2025,Oxytocin,Injection 5 IU/mL,1 ML,18.15,1489(E),27-03-2025,1.74028%
2025,Oxytocin,Injection 10 IU/mL,1 ML,40.56,1489(E),27-03-2025,1.74028%
2025,Paclitaxel,"Injection 30 mg/5 mL, injection 100 mg/16.7 ml",1 ML,219.19,1489(E),27-03-2025,1.74028%
2025,Pantoprazole,Injection 40 mg,1 Vial,51.33,1489(E),27-03-2025,1.74028%
2025,Paracetamol,Tablet 650 mg,1 Tablet,2.04,1489(E),27-03-2025,1.74028%
2025,Paracetamol,Oral Liquid 125 mg/5 mL (p),1 ML,0.38,1489(E),27-03-2025,1.74028%
2025,Paracetamol,Oral Liquid 250 mg/5 mL (p),1 ML,0.68,1489(E),27-03-2025,1.74028%
2025,Paracetamol,Oral liquid 120 mg/5 mL (p),1 ML,0.62,1489(E),27-03-2025,1.74028%
2025,Paracetamol,Tablet 500 mg,1 Tablet,0.92,1489(E),27-03-2025,1.74028%
2025,Paracetamol,Suppository 80 mg,1 Suppository,6.78,1489(E),27-03-2025,1.74028%
2025,Paracetamol,Suppository 170 mg,1 Suppository,8.09,1489(E),27-03-2025,1.74028%
2025,Paracetamol,Injection 150 mg/mL (2 ML),1 ML,4.04,1489(E),27-03-2025,1.74028%
2025,Paracetamol,Injection150 mg/mL (100 ML),1 ML,1.63,1489(E),27-03-2025,1.74028%
2025,Peritoneal dialysis solution,As licensed,1 ML,,,,1.74028%
2025,Permethrin,Cream 5%,1 GM,1.88,1489(E),27-03-2025,1.74028%
2025,Permethrin,Lotion 1%,1 ML,1.02,1489(E),27-03-2025,1.74028%
2025,Permethrin,Cream 1%,1 GM,1.53,1489(E),27-03-2025,1.74028%
2025,Permethrin,Lotion 5%,1 ML or 1 GM,1.02,1489(E),27-03-2025,1.74028%
2025,Permethrin,Gel 5%,1 GM,1.33,1489(E),27-03-2025,1.74028%
2025,Pheniramine,Injection 22.75 mg/mL (2 ml),1 ML,2.81,1489(E),27-03-2025,1.74028%
2025,Pheniramine,Injection 22.75 mg/mL (10 ml),1 ML,2.10,1489(E),27-03-2025,1.74028%
2025,Phenobarbitone,Tablet 30 mg,1 Tablet,1.33,1489(E),27-03-2025,1.74028%
2025,Phenobarbitone,Tablet 60 mg,1 Tablet,1.92,1489(E),27-03-2025,1.74028%
2025,Phenobarbitone,Injection 200 mg/mL,1 ML,22.53,1489(E),27-03-2025,1.74028%
2025,Phenobarbitone,Oral liquid 20 mg/5mL (p),1 ML,0.50,1489(E),27-03-2025,1.74028%
2025,Phenytoin,Tablet 300 mg,1 Tablet,5.58,1489(E),27-03-2025,1.74028%
2025,Phenytoin,Injection 50 mg/mL,1 ML,6.05,1489(E),27-03-2025,1.74028%
2025,Phenytoin,Modified Release Tablet 300 mg,1 Tablet,6.68,1489(E),27-03-2025,1.74028%
2025,Phenytoin,Tablet 100 mg,1 Tablet,1.79,1489(E),27-03-2025,1.74028%
2025,Phenytoin,Tablet 50 mg,1 Tablet,0.85,1489(E),27-03-2025,1.74028%
2025,Phenytoin,Oral liquid 30 mg/5 mL(p),1 ML,0.36,1489(E),27-03-2025,1.74028%
2025,Phenytoin,Oral liquid 125 mg/5 mL(p),1 ML,1.12,1489(E),27-03-2025,1.74028%
2025,Phenytoin,Capsule 300 mg,1 Capsule,4.73,1489(E),27-03-2025,1.74028%
2025,Phenytoin,Capsule 100 mg,1 Capsule,1.86,1489(E),27-03-2025,1.74028%
2025,Phytomenadione (Vitamin K1),Injection 10 mg/mL,1 ML,54.01,1489(E),27-03-2025,1.74028%
2025,Phytomenadione (Vitamin K1),Tablet 10 mg,1 Tablet,14.79,1489(E),27-03-2025,1.74028%
2025,Pilocarpine,Drops 2 %,1 ML,16.53,1489(E),27-03-2025,1.74028%
2025,Piperacillin (A) + Tazobactam (B),Powder for Injection 1000 mg (A) + 125 mg (B),1 Vial,101.39,1489(E),27-03-2025,1.74028%
2025,Piperacillin (A) + Tazobactam (B),Powder for Injection 2000 mg (A) + 250 mg (B),1 Vial,194.88,1489(E),27-03-2025,1.74028%
2025,Piperacillin (A) + Tazobactam (B),Powder for Injection 4000 mg (A) + 500 mg (B),1 Vial,406.36,1489(E),27-03-2025,1.74028%
2025,Potassium chloride,Oral liquid 500 mg/5 mL,1 ML,0.31,1489(E),27-03-2025,1.74028%
2025,Potassium chloride,Injection 150 mg/mL,1 ML,2.44,1489(E),27-03-2025,1.74028%
2025,Povidone iodine,Solution 5%,1 ML,0.45,1489(E),27-03-2025,1.74028%
2025,Povidone iodine,Solution 7.5%,1 ML,0.83,1489(E),27-03-2025,1.74028%
2025,Povidone iodine,Solution 10%,1 ML,0.98,1489(E),27-03-2025,1.74028%
2025,Povidone iodine,Solution 4%,1 ML,1.77,1489(E),27-03-2025,1.74028%
2025,Povidone iodine,Ointment 10%,1 gm,6.59,1487(E),27-03-2025,1.74028%
2025,Pralidoxime chloride (2-PAM),Injection 25 mg/mL,1 ML,4.64,1489(E),27-03-2025,1.74028%
2025,Prednisolone,Tablet 40 mg,1 Tablet,3.47,1489(E),27-03-2025,1.74028%
2025,Prednisolone,Oral liquid 5 mg/5 mL(p),1 ML,0.50,1489(E),27-03-2025,1.74028%
2025,Prednisolone,Oral liquid 15 mg/5 mL(p),1 ML,0.87,1489(E),27-03-2025,1.74028%
2025,Prednisolone,Tablet 10 mg,1 Tablet,1.22,1489(E),27-03-2025,1.74028%
2025,Prednisolone,Tablet 5 mg,1 Tablet,0.69,1489(E),27-03-2025,1.74028%
2025,Prednisolone,Tablet 20 mg,1 Tablet,2.44,1489(E),27-03-2025,1.74028%
2025,Prednisolone,Drops 1%,1 ML,5.86,1489(E),27-03-2025,1.74028%
2025,Premix Insulin 30:70 Injection (Regular:NPH),Injection 40 IU /ml,1 ml,17.29,1489(E),27-03-2025,1.74028%
2025,Primaquine,Tablet 7.5 mg,1 Tablet,2.42,1489(E),27-03-2025,1.74028%
2025,Primaquine,Tablet 15 mg,1 Tablet,5.23,1489(E),27-03-2025,1.74028%
2025,Primaquine,Tablet 2.5 mg,1 Tablet,1.78,1489(E),27-03-2025,1.74028%
2025,Proparacaine,Eye Drops 0.5%,1 ML,10.43,1489(E),27-03-2025,1.74028%
2025,Propofol,Injection 10 mg/mL,1 ML,6.61,1489(E),27-03-2025,1.74028%
2025,Propranolol,Tablet 40 mg,1 Tablet,3.28,1489(E),27-03-2025,1.74028%
2025,Propranolol,Tablet 10 mg,1 Tablet,1.33,1489(E),27-03-2025,1.74028%
2025,Propranolol,Tablet 20 mg,1 Tablet,3.26,1489(E),27-03-2025,1.74028%
2025,Propranolol,Capsule 40 mg,1 Capsule,4.32,1489(E),27-03-2025,1.74028%
2025,Propranolol,Capsule 20 mg,1 Capsule,2.39,1489(E),27-03-2025,1.74028%
2025,Propranolol,Capsule 10 mg,1 Capsule,2.03,1489(E),27-03-2025,1.74028%
2025,Protamine Sulphate,Injection 10 mg/mL,1 ML,9.95,1489(E),27-03-2025,1.74028%
2025,Pyrazinamide,Tablet 1000 mg,1 Tablet,10.71,1489(E),27-03-2025,1.74028%
2025,Pyrazinamide,Tablet 500 mg,1 Tablet,4.98,1489(E),27-03-2025,1.74028%
2025,Pyrazinamide,Tablet 750 mg,1 Tablet,7.34,1489(E),27-03-2025,1.74028%
2025,Pyrazinamide,Tablet 1500 mg,1 Tablet,12.02,1489(E),27-03-2025,1.74028%
2025,Pyridoxine,Tablet 100 mg,1 Tablet,6.08,1489(E),27-03-2025,1.74028%
2025,Pyridoxine,Tablet 10 mg,1 Tablet,0.11,1489(E),27-03-2025,1.74028%
2025,Quinine,Tablet 300 mg,1 Tablet,5.75,1489(E),27-03-2025,1.74028%
2025,Quinine,Injection 300 mg/mL,1 ML,9.67,1489(E),27-03-2025,1.74028%
2025,Rabies vaccine,As licensed,1 Vial,385.30,1489(E),27-03-2025,1.74028%
2025,Raltegravir,Tablet 400 mg,1 Tablet,150.37,1489(E),27-03-2025,1.74028%
2025,Ramipril,Tablet 2.5 mg,1 Tablet,5.30,1489(E),27-03-2025,1.74028%
2025,Ramipril,Tablet 5 mg,1 Tablet,8.32,1489(E),27-03-2025,1.74028%
2025,Ramipril,Capsule 2.5 mg,1 Capsule,4.74,1489(E),27-03-2025,1.74028%
2025,Ramipril,Capsule 5 mg,1 Capsule,7.32,1489(E),27-03-2025,1.74028%
2025,Ribavirin,Capsule 200 mg,1 Capsule,26.95,1489(E),27-03-2025,1.74028%
2025,Riboflavin,Tablet 10mg,1 Tablet,,,,1.74028%
2025,Rifampicin,Capsule 600 mg,1 Capsule,11.56,1489(E),27-03-2025,1.74028%
2025,Rifampicin,Capsule 450 mg,1 Capsule,5.77,1489(E),27-03-2025,1.74028%
2025,Rifampicin,Capsule 150 mg,1 Capsule,2.33,1489(E),27-03-2025,1.74028%
2025,Rifampicin,Capsule 300 mg,1 Capsule,4.69,1489(E),27-03-2025,1.74028%
2025,Rifampicin,Tablet 300 mg,1 Tablet,,,,1.74028%
2025,Rifampicin,Oral liquid 100 mg/5 mL(p),1 ML,0.48,1489(E),27-03-2025,1.74028%
2025,Risperidone,Tablet 1 mg,1 Tablet,3.08,1489(E),27-03-2025,1.74028%
2025,Risperidone,Tablet 2 mg,1 Tablet,4.56,1489(E),27-03-2025,1.74028%
2025,Risperidone,Tablet 4 mg,1 Tablet,7.49,1489(E),27-03-2025,1.74028%
2025,Risperidone,Oral liquid 1 mg/mL,1 ML,2.25,1489(E),27-03-2025,1.74028%
2025,Risperidone,Injection (Long acting) 25 mg,1 ML,1963.89,1489(E),27-03-2025,1.74028%
2025,Risperidone,Injection (Long acting) 37.5 mg,1 ML,2695.52,1489(E),27-03-2025,1.74028%
2025,Ritonavir,Tablet 100 mg,1 Tablet,29.72,1489(E),27-03-2025,1.74028%
2025,Rituximab,Injection 10 mg/mL,1 ML,775.07,1489(E),27-03-2025,1.74028%
2025,Rota virus vaccine,As licensed,1 Vial,869.45,1489(E),27-03-2025,1.74028%
2025,Salbutamol,Tablet 4 mg,1 Tablet,0.33,1489(E),27-03-2025,1.74028%
2025,Salbutamol,Tablet 2 mg,1 Tablet,0.27,1489(E),27-03-2025,1.74028%
2025,Salbutamol,Oral liquid 2 mg/5 mL,1 ML,0.18,1489(E),27-03-2025,1.74028%
2025,Salbutamol,Inhalation (MDI/DPI) 100 mcg/dose,1 Dose,0.50,1489(E),27-03-2025,1.74028%
2025,Salbutamol,Respirator Solution (Solution for Nebulizer 5 mg/mL),1 ML,1.04,1489(E),27-03-2025,1.74028%
2025,Salicylic acid,Ointment 6%,1 GM,2.06,1489(E),27-03-2025,1.74028%
2025,Salicylic acid,Ointment 3%,1 GM,2.10,1489(E),27-03-2025,1.74028%
2025,Sevoflurane,Liquid for inhalation,1 ML,31.71,1489(E),27-03-2025,1.74028%
2025,Snake venom antiserum,Lyophilized polyvalent - As Licensed,1 Vial of 10 ML,676.84,1489(E),27-03-2025,1.74028%
2025,Snake Venom Antiserum,Soluble/ Liquid Polyvalent - As Licensed,1 Vial of 10 ML,436.13,1489(E),27-03-2025,1.74028%
2025,Sodium bicarbonate,Injection (as per IP) - 8.4%,1 ML,1.37,1489(E),27-03-2025,1.74028%
2025,Sodium bicarbonate,Injection (as per IP) - 7.5%,1 ML,1.03,1489(E),27-03-2025,1.74028%
2025,Sodium nitroprusside,Injection10mg/mL,1 ML,,,,1.74028%
2025,Sodium Valproate,Tablet 300 mg,1 Tablet,4.54,1489(E),27-03-2025,1.74028%
2025,Sodium Valproate,Oral liquid 200 mg/5 mL(p),1 ML,0.66,1489(E),27-03-2025,1.74028%
2025,Sodium Valproate,Tablet 200 mg,1 Tablet,3.65,1489(E),27-03-2025,1.74028%
2025,Sodium Valproate,Modified Release – Tablet 500 mg,1 Tablet,9.44,1489(E),27-03-2025,1.74028%
2025,Sodium Valproate,Tablet 500 mg,1 Tablet,8.26,1489(E),27-03-2025,1.74028%
2025,Sodium Valproate,Modified Release – Tablet 300 mg,1 Tablet,6.21,1489(E),27-03-2025,1.74028%
2025,Sodium Valproate,Injection 100 mg/mL,1 ML,6.87,1489(E),27-03-2025,1.74028%
2025,Sofosbuvir,Tablet 400 mg,1 Tablet,534.26,1489(E),27-03-2025,1.74028%
2025,Somatostatin,Powder for Injection 3 mg,1 Vial,1382.65,1489(E),27-03-2025,1.74028%
2025,Spironolactone,Tablet 50 mg,1 Tablet,4.45,1489(E),27-03-2025,1.74028%
2025,Spironolactone,Tablet 25 mg,1 Tablet,2.23,1489(E),27-03-2025,1.74028%
2025,Streptokinase,"Injection 15,00,000 IU",1 Vial,1910.00,1489(E),27-03-2025,1.74028%
2025,Streptomycin,Powder for Injection 750 mg,1 Vial,15.41,1489(E),27-03-2025,1.74028%
2025,Streptomycin,Powder for Injection 1000 mg,1 Vial,16.57,1489(E),27-03-2025,1.74028%
2025,Succinylcholine,Injection 50 mg/mL,1 ML,5.30,1489(E),27-03-2025,1.74028%
2025,Sulfasalazine,Tablet 500 mg,1 Tablet,4.80,1489(E),27-03-2025,1.74028%
2025,Sumatriptan,Tablet 25 mg,1 Tablet,33.07,1489(E),27-03-2025,1.74028%
2025,Sumatriptan,Tablet 50 mg,1 Tablet,56.65,1489(E),27-03-2025,1.74028%
2025,Surfactant,Suspension for intratracheal instillation (As liensed),Per mg of Phospholipids in the pack,84.72,1487(E),27-03-2025,1.74028%
2025,Tacrolimus,Capsule 0.5 mg,1 Capsule,21.02,1489(E),27-03-2025,1.74028%
2025,Tacrolimus,Capsule 1 mg,1 Capsule,41.33,1489(E),27-03-2025,1.74028%
2025,Tacrolimus,Capsule 2 mg,1 Capsule,85.81,1489(E),27-03-2025,1.74028%
2025,Tacrolimus,Tablet 1 mg,1 Tablet,40.68,1489(E),27-03-2025,1.74028%
2025,Tacrolimus,Tablet 2 mg,1 Tablet,79.04,1489(E),27-03-2025,1.74028%
2025,Tacrolimus,Tablet 0.5 mg,1 Tablet,21.33,1489(E),27-03-2025,1.74028%
2025,Tamoxifen,Tablet 20 mg,1 Tablet,3.00,1489(E),27-03-2025,1.74028%
2025,Tamoxifen,Tablet 10 mg,1 Tablet,2.25,1489(E),27-03-2025,1.74028%
2025,Telmisartan,Tablet 20 mg,1 Tablet,3.95,1489(E),27-03-2025,1.74028%
2025,Telmisartan,Tablet 40 mg,1 Tablet,6.88,1489(E),27-03-2025,1.74028%
2025,Telmisartan,Tablet 80 mg,1 Tablet,10.58,1489(E),27-03-2025,1.74028%
2025,Temozolomide,Capsule 20 mg,1 Capsule,449.01,1489(E),27-03-2025,1.74028%
2025,Temozolomide,Capsule 250 mg,1 Capsule,4378.91,1489(E),27-03-2025,1.74028%
2025,Temozolomide,Capsule 100 mg,1 Capsule,1534.96,1489(E),27-03-2025,1.74028%
2025,Temozolomide,Tablet 20 mg,1 Tablet,342.51,1489(E),27-03-2025,1.74028%
2025,Temozolomide,Tablet 250 mg,1 Tablet,3823.55,1489(E),27-03-2025,1.74028%
2025,Tenecteplase,Injection 40 mg/vial,1 Vial,51266.61,1489(E),27-03-2025,1.74028%
2025,Tenecteplase,Injection 30 mg/vial,1 Vial,37552.36,1489(E),27-03-2025,1.74028%
2025,Teneligliptin,Tablet 20 mg,1 Tablet,11.28,1489(E),27-03-2025,1.74028%
2025,Tenofovir Alafenamide Fumarate (TAF),Tablet 25 mg,1 Tablet,49.72,1489(E),27-03-2025,1.74028%
2025,Tenofovir Disproxil Fumarate (A) + Lamivudine (B),Tablet 300mg (A) + 300 mg (B),1 Tablet,46.37,1489(E),27-03-2025,1.74028%
2025,"Tenofovir Disproxil Fumarate (A)
+ Lamivudine (B) + Efavirenz (C)",Tablet 300 mg (A) + 300 mg (B) + 600 mg (C),1 Tablet,104.64,1489(E),27-03-2025,1.74028%
2025,Tenofovir Disproxil Fumarate (TDF),Tablet 300 mg,1 Tablet,46.64,1489(E),27-03-2025,1.74028%
2025,Tenofovir Disproxil Fumarate + Lamivudine + Dolutegravir,Tablet 300 mg + 300mg + 50 mg,1 Tablet,116.99,1489(E),27-03-2025,1.74028%
2025,Terbinafine,Cream 1%,1 GM,5.35,1489(E),27-03-2025,1.74028%
2025,Tetanus toxoid,As licensed (5 ml),1 Vial,25.97,1489(E),27-03-2025,1.74028%
2025,Tetanus toxoid,As licensed (0.5 ml),1 Vial (0.5ML),12.69,1489(E),27-03-2025,1.74028%
2025,Thalidomide,Capsule 50 mg,1 Capsule,31.70,1489(E),27-03-2025,1.74028%
2025,Thalidomide,Capsule 100 mg,1 Capsule,63.09,1489(E),27-03-2025,1.74028%
2025,Thiamine,Tablet 100 mg,1 Tablet,4.54,1489(E),27-03-2025,1.74028%
2025,Thiamine,Injection 100 mg/mL,1 ML,27.16,1489(E),27-03-2025,1.74028%
2025,Thiopentone,Powder for injection 1 g,1 Vial,56.28,1489(E),27-03-2025,1.74028%
2025,Thiopentone,Powder for injection 0.5 g,1 Vial,46.49,1489(E),27-03-2025,1.74028%
2025,Timolol,Drops 0.5 %,1 ML,13.63,1489(E),27-03-2025,1.74028%
2025,Tiotropium,Inhalation (MDI) 9 mcg/dose,1 Metered Dose,2.83,1489(E),27-03-2025,1.74028%
2025,Tiotropium,Inhalation (DPI) 18 mcg/dose,1 Dose,10.90,1489(E),27-03-2025,1.74028%
2025,Tramadol,Injection 50 mg/mL (upto 2 ml pack),1 ML,11.99,1489(E),27-03-2025,1.74028%
2025,Tramadol,Capsule 50 mg,1 Capsule,4.90,1489(E),27-03-2025,1.74028%
2025,Tramadol,Capsule 100 mg,1 Capsule,9.20,1489(E),27-03-2025,1.74028%
2025,Tramadol,Tablet 50 mg,1 Tablet,9.87,1489(E),27-03-2025,1.74028%
2025,Tramadol,Tablet 100 mg,1 Tablet,24.91,1489(E),27-03-2025,1.74028%
2025,Tranexamic acid,Injection 100 mg/mL,1 ML,13.95,1489(E),27-03-2025,1.74028%
2025,Tranexamic acid,Tablet 500 mg,1 Tablet,18.86,1489(E),27-03-2025,1.74028%
2025,Trastuzumab,Injection 440 mg/50 mL,1 Vial,55677.58,1489(E),27-03-2025,1.74028%
2025,Trihexyphenidyl,Tablet 2 mg,1 Tablet,1.39,1489(E),27-03-2025,1.74028%
2025,Tropicamide,Eye drop 1 %,1 ML,9.59,1489(E),27-03-2025,1.74028%
2025,Valganciclovir,Tablet 450 mg,1 Tablet,415.38,1489(E),27-03-2025,1.74028%
2025,Vancomycin,Powder for Injection 500 mg,1 Vial,323.17,1489(E),27-03-2025,1.74028%
2025,Vancomycin,Powder for Injection 1000 mg,1 Vial,478.45,1489(E),27-03-2025,1.74028%
2025,Vancomycin,Powder for Injection 250 mg,1 Vial,255.62,1489(E),27-03-2025,1.74028%
2025,Vancomycin,Capsule 250 mg,1 Capsule,155.04,1489(E),27-03-2025,1.74028%
2025,Vecuronium,Powder for injection 10 mg,1 Vial,119.41,1489(E),27-03-2025,1.74028%
2025,Vecuronium,Powder for injection 4 mg,1 Vial,75.69,1489(E),27-03-2025,1.74028%
2025,Verapamil,Tablet 80 mg,1 Tablet,1.62,1489(E),27-03-2025,1.74028%
2025,Verapamil,Tablet 40 mg,1 Tablet,0.87,1489(E),27-03-2025,1.74028%
2025,Vincristine,Injection 1 mg/mL,1 ML,58.52,1489(E),27-03-2025,1.74028%
2025,Vitamin A,Tablet 50000 IU (including Chewable Tablet),1 Tablet,0.74,1489(E),27-03-2025,1.74028%
2025,Vitamin A,Injection 50000 IU/mL,1 ML,2.30,1489(E),27-03-2025,1.74028%
2025,Warfarin,Tablet 5 mg,1 Tablet,2.44,1489(E),27-03-2025,1.74028%
2025,Warfarin,Tablet 3 mg,1 Tablet,3.24,1489(E),27-03-2025,1.74028%
2025,Warfarin,Tablet 2 mg,1 Tablet,2.77,1489(E),27-03-2025,1.74028%
2025,Warfarin,Tablet 1 mg,1 Tablet,2.50,1489(E),27-03-2025,1.74028%
2025,Water for injection,Injection,Each Pack (10 ML),2.46,1489(E),27-03-2025,1.74028%
2025,Xylometazoline,Nasal drops 0.05 %,1 ML,4.26,1489(E),27-03-2025,1.74028%
2025,Xylometazoline,Nasal drops 0.1%,1 ML,5.21,1489(E),27-03-2025,1.74028%
2025,Zidovudine,Tablet 300 mg,1 Tablet,13.83,1489(E),27-03-2025,1.74028%
2025,Zidovudine (A) + Lamivudine (B) + Nevirapine (C),Tablet 300 mg (A) + 150 mg (B) + 200 mg (c),1 Tablet,21.50,1489(E),27-03-2025,1.74028%
2025,Zidovudine (A) + Lamivudine (B),Tablet 300 mg (A) + 150 mg (B),1 Tablet,21.46,1489(E),27-03-2025,1.74028%
2025,Zinc Sulphate,Dispersible Tablet 20 mg,1 Tablet,3.47,1489(E),27-03-2025,1.74028%
2025,Zoledronic acid,Powder for Injection 4 mg,1 Vial,2433.68,1489(E),27-03-2025,1.74028%
2025,Zolpidem,Tablet 5 mg,1 Tablet,6.32,1489(E),27-03-2025,1.74028%
2025,Zolpidem,Tablet 10 mg,1 Tablet,8.66,1489(E),27-03-2025,1.74028%
2025,5-amino salicylic Acid,Suppository 500 mg Retention Enema,1 Suppository,21.42,1487(E),27-03-2025,1.74028%
2025,Abacavir (A) + Lamivudine (B),Tablet 60 mg (A) + 30 mg (B),1 Tablet,25.44,1487(E),27-03-2025,1.74028%
2025,Acetylsalicylic acid,Effervescent/ Dispersible/ Enteric coated Tablet 100 mg,1 Tablet,0.22,1487(E),27-03-2025,1.74028%
2025,Acetylsalicylic acid,Tablet 100 mg,1 Tablet,0.21,1487(E),27-03-2025,1.74028%
2025,Acetylsalicylic acid,Tablet 350 mg,1 Tablet,0.39,1487(E),27-03-2025,1.74028%
2025,Acetylsalicylic acid,Tablet 75 mg,1 Tablet,0.39,1487(E),27-03-2025,1.74028%
2025,Acetylsalicylic acid,Tablet 150 mg,1 Tablet,0.51,1487(E),27-03-2025,1.74028%
2025,All-trans Retinoic Acid,Capsule 10 mg,1 Capsule,103.62,1487(E),27-03-2025,1.74028%
2025,Anti-D immunoglobulin,Injection 300 mcg,Each Pack,2703.72,1487(E),27-03-2025,1.74028%
2025,Anti-D Immunoglobulin,Injection 150 mcg,Each Vial,2107.45,1487(E),27-03-2025,1.74028%
2025,Artesunate (A) + Sulphadoxine - Pyrimethamine (B),1 Tablet 100 mg (A) + 1 Tablet (750 mg + 37.5 mg) (B),Combi pack,37.36,1487(E),27-03-2025,1.74028%
2025,Artesunate (A) + Sulphadoxine - Pyrimethamine (B),1 Tablet 150 mg (A) + 2 Tablet (500 mg + 25 mg) (B),Combi pack,50.72,1487(E),27-03-2025,1.74028%
2025,Artesunate (A) + Sulphadoxine - Pyrimethamine (B),1 Tablet 200 mg  (A) + 2 Tablet (750 mg+ 37.5 mg) (B),Combi pack,46.24,1487(E),27-03-2025,1.74028%
2025,Artesunate (A) + Sulphadoxine - Pyrimethamine (B),1 Tablet 25 mg (A) + 1 Tablet (250 mg+ 12.5 mg) (B),Combi pack,24.91,1487(E),27-03-2025,1.74028%
2025,Benzoyl Peroxide,Cream 2.5%,1 gm,2.95,1487(E),27-03-2025,1.74028%
2025,Benzyl penicillin,Powder for Injection 10 Lac Units,Each Pack,14.82,1487(E),27-03-2025,1.74028%
